ligand,receptor,type,species
Gm94,P2ry2,LR,Mouse
Cartpt,P2ry2,LR,Mouse
Clpsl2,P2ry2,LR,Mouse
Csn1s1,P2ry2,LR,Mouse
Csn2,P2ry2,LR,Mouse
Cst11,P2ry2,LR,Mouse
Cst6,P2ry2,LR,Mouse
Cst8,P2ry2,LR,Mouse
Cstl1,P2ry2,LR,Mouse
Defb13,P2ry2,LR,Mouse
Defb48,P2ry2,LR,Mouse
Defb18,P2ry2,LR,Mouse
Defb29,P2ry2,LR,Mouse
Defb19,P2ry2,LR,Mouse
Defb22,P2ry2,LR,Mouse
Defb43,P2ry2,LR,Mouse
Defb22,P2ry2,LR,Mouse
Defb30,P2ry2,LR,Mouse
Defb42,P2ry2,LR,Mouse
Dkkl1,P2ry2,LR,Mouse
Hamp,P2ry2,LR,Mouse
Ifi30,P2ry2,LR,Mouse
Krtdap,P2ry2,LR,Mouse
Lalba,P2ry2,LR,Mouse
Leap2,P2ry2,LR,Mouse
Ly6g5b,P2ry2,LR,Mouse
Lyzl1,P2ry2,LR,Mouse
Lyzl1,P2ry2,LR,Mouse
Lyzl6,P2ry2,LR,Mouse
Mgp,P2ry2,LR,Mouse
Odam,P2ry2,LR,Mouse
Pate1,P2ry2,LR,Mouse
Pate2,P2ry2,LR,Mouse
Pate3,P2ry2,LR,Mouse
Pate4,P2ry2,LR,Mouse
Prap1,P2ry2,LR,Mouse
Prr27,P2ry2,LR,Mouse
Scg2,P2ry2,LR,Mouse
Scgb1c1,P2ry2,LR,Mouse
Scgb1c1,P2ry2,LR,Mouse
Scgb2a2,P2ry2,LR,Mouse
Scrg1,P2ry2,LR,Mouse
Spaca5,P2ry2,LR,Mouse
Spink13,P2ry2,LR,Mouse
Spink14,P2ry2,LR,Mouse
Spink4,P2ry2,LR,Mouse
Spink7,P2ry2,LR,Mouse
Spink8,P2ry2,LR,Mouse
Spint3,P2ry2,LR,Mouse
Srgn,P2ry2,LR,Mouse
Ucma,P2ry2,LR,Mouse
Wfdc10,P2ry2,LR,Mouse
Wfdc11,P2ry2,LR,Mouse
Wfdc13,P2ry2,LR,Mouse
Wfdc9,P2ry2,LR,Mouse
Cort,P2ry2,R,Mouse
Nppa,P2ry2,R,Mouse
Pomc,P2ry2,R,Mouse
Penk,P2ry2,R,Mouse
Pdyn,P2ry2,R,Mouse
Calca,P2ry2,R,Mouse
Pth,P2ry2,R,Mouse
Gcg,P2ry2,R,Mouse
Vip,P2ry2,R,Mouse
Crh,P2ry2,R,Mouse
Gip,P2ry2,R,Mouse
Sct,P2ry2,R,Mouse
Nps,P2ry2,R,Mouse
Calcb,P2ry2,R,Mouse
Iapp,P2ry2,R,Mouse
Nppb,P2ry2,R,Mouse
Adcyap1,P2ry2,R,Mouse
Tac1,P2ry2,R,Mouse
Pmch,P2ry2,R,Mouse
Gal,P2ry2,R,Mouse
Nppc,P2ry2,R,Mouse
Nmu,P2ry2,R,Mouse
Sst,P2ry2,R,Mouse
Cxcl9,P2ry2,R,Mouse
Pnoc,P2ry2,R,Mouse
Nms,P2ry2,R,Mouse
Tac4,P2ry2,R,Mouse
Npw,P2ry2,R,Mouse
Rln3,P2ry2,R,Mouse
Pth2,P2ry2,R,Mouse
Tac2,P2ry2,R,Mouse
Ppy,P2ry2,R,Mouse
Npy,P2ry2,R,Mouse
Npb,P2ry2,R,Mouse
Avp,P2ry2,R,Mouse
Cga,P2ry2,R,Mouse
Tshb,P2ry2,R,Mouse
Defb14,P2ry2,R,Mouse
Defb14,P2ry2,R,Mouse
Hebp1,P2ry2,R,Mouse
Ppbp,P2ry2,R,Mouse
Cxcl12,P2ry2,R,Mouse
Cxcl5,P2ry2,R,Mouse
Ucn3,P2ry2,R,Mouse
Ucn2,P2ry2,R,Mouse
Ccl28,P2ry2,R,Mouse
Cxcl13,P2ry2,R,Mouse
Cxcl10,P2ry2,R,Mouse
Ccl20,P2ry2,R,Mouse
Ghrh,P2ry2,R,Mouse
Ccl24,P2ry2,R,Mouse
Rln1,P2ry2,R,Mouse
Ccl2,P2ry2,R,Mouse
Ccl11,P2ry2,R,Mouse
Ccl19,P2ry2,R,Mouse
Insl5,P2ry2,R,Mouse
Ccl3,P2ry2,R,Mouse
Ccl3,P2ry2,R,Mouse
Ccl3,P2ry2,R,Mouse
Ccl22,P2ry2,R,Mouse
Ccl4,P2ry2,R,Mouse
Ccl7,P2ry2,R,Mouse
Amtn,P2ry6,LR,Mouse
Gm525,P2ry6,LR,Mouse
Gm94,P2ry6,LR,Mouse
Clpsl2,P2ry6,LR,Mouse
Csn1s1,P2ry6,LR,Mouse
Csn2,P2ry6,LR,Mouse
Cst8,P2ry6,LR,Mouse
Cstl1,P2ry6,LR,Mouse
Defb13,P2ry6,LR,Mouse
Defb48,P2ry6,LR,Mouse
Defb19,P2ry6,LR,Mouse
Defb22,P2ry6,LR,Mouse
Defb43,P2ry6,LR,Mouse
Defb22,P2ry6,LR,Mouse
Defb30,P2ry6,LR,Mouse
Defb42,P2ry6,LR,Mouse
Hamp,P2ry6,LR,Mouse
Krtdap,P2ry6,LR,Mouse
Lalba,P2ry6,LR,Mouse
Leap2,P2ry6,LR,Mouse
Ly6g5b,P2ry6,LR,Mouse
Odam,P2ry6,LR,Mouse
Pate2,P2ry6,LR,Mouse
Pate3,P2ry6,LR,Mouse
Pate4,P2ry6,LR,Mouse
Scgb1c1,P2ry6,LR,Mouse
Scgb1c1,P2ry6,LR,Mouse
Scgb2a2,P2ry6,LR,Mouse
Scrg1,P2ry6,LR,Mouse
Spink14,P2ry6,LR,Mouse
Spink4,P2ry6,LR,Mouse
Spink8,P2ry6,LR,Mouse
Wfdc10,P2ry6,LR,Mouse
Wfdc11,P2ry6,LR,Mouse
Wfdc13,P2ry6,LR,Mouse
Wfdc9,P2ry6,LR,Mouse
Cort,P2ry6,R,Mouse
Nppa,P2ry6,R,Mouse
Penk,P2ry6,R,Mouse
Pdyn,P2ry6,R,Mouse
Calca,P2ry6,R,Mouse
Pth,P2ry6,R,Mouse
Gcg,P2ry6,R,Mouse
Vip,P2ry6,R,Mouse
Gip,P2ry6,R,Mouse
Sct,P2ry6,R,Mouse
Nps,P2ry6,R,Mouse
Calcb,P2ry6,R,Mouse
Iapp,P2ry6,R,Mouse
Nppb,P2ry6,R,Mouse
Tac1,P2ry6,R,Mouse
Pmch,P2ry6,R,Mouse
Gal,P2ry6,R,Mouse
Nppc,P2ry6,R,Mouse
Nmu,P2ry6,R,Mouse
Sst,P2ry6,R,Mouse
Cxcl9,P2ry6,R,Mouse
Pnoc,P2ry6,R,Mouse
Nms,P2ry6,R,Mouse
Tac4,P2ry6,R,Mouse
Tac2,P2ry6,R,Mouse
Tshb,P2ry6,R,Mouse
Defb14,P2ry6,R,Mouse
Defb14,P2ry6,R,Mouse
Cxcl12,P2ry6,R,Mouse
Cxcl5,P2ry6,R,Mouse
Ccl28,P2ry6,R,Mouse
Cxcl13,P2ry6,R,Mouse
Cxcl10,P2ry6,R,Mouse
Ccl20,P2ry6,R,Mouse
Ghrh,P2ry6,R,Mouse
Ccl24,P2ry6,R,Mouse
Rln1,P2ry6,R,Mouse
Ccl2,P2ry6,R,Mouse
Ccl11,P2ry6,R,Mouse
Ccl19,P2ry6,R,Mouse
Ccl3,P2ry6,R,Mouse
Ccl7,P2ry6,R,Mouse
Amtn,Ptafr,LR,Mouse
Gm94,Ptafr,LR,Mouse
Csn1s1,Ptafr,LR,Mouse
Csn2,Ptafr,LR,Mouse
Cst8,Ptafr,LR,Mouse
Cstl1,Ptafr,LR,Mouse
Defb13,Ptafr,LR,Mouse
Defb48,Ptafr,LR,Mouse
Defb22,Ptafr,LR,Mouse
Defb22,Ptafr,LR,Mouse
Hamp,Ptafr,LR,Mouse
Lalba,Ptafr,LR,Mouse
Odam,Ptafr,LR,Mouse
Pate2,Ptafr,LR,Mouse
Pate3,Ptafr,LR,Mouse
Pate4,Ptafr,LR,Mouse
Scgb1c1,Ptafr,LR,Mouse
Scgb1c1,Ptafr,LR,Mouse
Scgb2a2,Ptafr,LR,Mouse
Scrg1,Ptafr,LR,Mouse
Spink14,Ptafr,LR,Mouse
Wfdc9,Ptafr,LR,Mouse
Cort,Ptafr,R,Mouse
Penk,Ptafr,R,Mouse
Pdyn,Ptafr,R,Mouse
Calca,Ptafr,R,Mouse
Pth,Ptafr,R,Mouse
Vip,Ptafr,R,Mouse
Gip,Ptafr,R,Mouse
Nps,Ptafr,R,Mouse
Calcb,Ptafr,R,Mouse
Iapp,Ptafr,R,Mouse
Tac1,Ptafr,R,Mouse
Pmch,Ptafr,R,Mouse
Gal,Ptafr,R,Mouse
Sst,Ptafr,R,Mouse
Cxcl9,Ptafr,R,Mouse
Pnoc,Ptafr,R,Mouse
Nms,Ptafr,R,Mouse
Tac4,Ptafr,R,Mouse
Tac2,Ptafr,R,Mouse
Ccl28,Ptafr,R,Mouse
Cxcl13,Ptafr,R,Mouse
Cxcl10,Ptafr,R,Mouse
Ccl20,Ptafr,R,Mouse
Ghrh,Ptafr,R,Mouse
Ccl2,Ptafr,R,Mouse
Angptl6,Fgfr4,L,Mouse
C1ql1,Fgfr4,L,Mouse
C1ql2,Fgfr4,L,Mouse
C1ql3,Fgfr4,L,Mouse
C1ql4,Fgfr4,L,Mouse
C1qtnf12,Fgfr4,L,Mouse
C1qtnf4,Fgfr4,L,Mouse
C1qtnf6,Fgfr4,L,Mouse
Gm1673,Fgfr4,L,Mouse
1600012H06Rik,Fgfr4,L,Mouse
Cbln1,Fgfr4,L,Mouse
Cbln2,Fgfr4,L,Mouse
Cbln3,Fgfr4,L,Mouse
Cbln4,Fgfr4,L,Mouse
Ccdc3,Fgfr4,L,Mouse
Chadl,Fgfr4,L,Mouse
Deaf1,Fgfr4,L,Mouse
Emc10,Fgfr4,L,Mouse
Erfe,Fgfr4,L,Mouse
Fndc5,Fgfr4,L,Mouse
Frzb,Fgfr4,L,Mouse
Grem2,Fgfr4,L,Mouse
Hdgf,Fgfr4,L,Mouse
Igfbp3,Fgfr4,L,Mouse
Igfbp7,Fgfr4,L,Mouse
Igfbpl1,Fgfr4,L,Mouse
Iglon5,Fgfr4,L,Mouse
Islr,Fgfr4,L,Mouse
Kazald1,Fgfr4,L,Mouse
Lad1,Fgfr4,L,Mouse
Lypd6,Fgfr4,L,Mouse
Mapt,Fgfr4,L,Mouse
Metrn,Fgfr4,L,Mouse
Metrnl,Fgfr4,L,Mouse
Nxph4,Fgfr4,L,Mouse
Pcolce,Fgfr4,L,Mouse
Pdzd11,Fgfr4,L,Mouse
Plac9,Fgfr4,L,Mouse
Sdcbp,Fgfr4,L,Mouse
Sfrp5,Fgfr4,L,Mouse
Svbp,Fgfr4,L,Mouse
Tub,Fgfr4,L,Mouse
Tulp1,Fgfr4,L,Mouse
Tulp3,Fgfr4,L,Mouse
Vstm2a,Fgfr4,L,Mouse
Vwc2,Fgfr4,L,Mouse
Wnt10a,Fgfr4,L,Mouse
Zbed3,Fgfr4,L,Mouse
Angptl6,Acvr2a,L,Mouse
C1ql1,Acvr2a,L,Mouse
C1ql2,Acvr2a,L,Mouse
C1ql3,Acvr2a,L,Mouse
C1ql4,Acvr2a,L,Mouse
C1qtnf12,Acvr2a,L,Mouse
C1qtnf4,Acvr2a,L,Mouse
C1qtnf6,Acvr2a,L,Mouse
Gm1673,Acvr2a,L,Mouse
1600012H06Rik,Acvr2a,L,Mouse
Cbln1,Acvr2a,L,Mouse
Cbln2,Acvr2a,L,Mouse
Cbln3,Acvr2a,L,Mouse
Cbln4,Acvr2a,L,Mouse
Ccdc3,Acvr2a,L,Mouse
Dand5,Acvr2a,L,Mouse
Deaf1,Acvr2a,L,Mouse
Emc10,Acvr2a,L,Mouse
Enho,Acvr2a,L,Mouse
Erfe,Acvr2a,L,Mouse
Fndc5,Acvr2a,L,Mouse
Grem2,Acvr2a,L,Mouse
Hdgf,Acvr2a,L,Mouse
Il17d,Acvr2a,L,Mouse
Lad1,Acvr2a,L,Mouse
Mapt,Acvr2a,L,Mouse
Metrn,Acvr2a,L,Mouse
Metrnl,Acvr2a,L,Mouse
Nxph4,Acvr2a,L,Mouse
Pdzd11,Acvr2a,L,Mouse
Plac9,Acvr2a,L,Mouse
Ptx4,Acvr2a,L,Mouse
Rtbdn,Acvr2a,L,Mouse
Sdcbp,Acvr2a,L,Mouse
Svbp,Acvr2a,L,Mouse
Tub,Acvr2a,L,Mouse
Tulp1,Acvr2a,L,Mouse
Tulp2,Acvr2a,L,Mouse
Tulp3,Acvr2a,L,Mouse
Vwc2,Acvr2a,L,Mouse
Wnt10a,Acvr2a,L,Mouse
Zbed3,Acvr2a,L,Mouse
Angptl6,Epha3,L,Mouse
C1ql1,Epha3,L,Mouse
C1ql2,Epha3,L,Mouse
C1ql4,Epha3,L,Mouse
C1qtnf12,Epha3,L,Mouse
C1qtnf4,Epha3,L,Mouse
C1qtnf6,Epha3,L,Mouse
Gm1673,Epha3,L,Mouse
1600012H06Rik,Epha3,L,Mouse
Cbln1,Epha3,L,Mouse
Cbln2,Epha3,L,Mouse
Cbln3,Epha3,L,Mouse
Cbln4,Epha3,L,Mouse
Ccdc3,Epha3,L,Mouse
Deaf1,Epha3,L,Mouse
Emc10,Epha3,L,Mouse
Erfe,Epha3,L,Mouse
Fndc5,Epha3,L,Mouse
Hdgf,Epha3,L,Mouse
Iglon5,Epha3,L,Mouse
Islr,Epha3,L,Mouse
Lad1,Epha3,L,Mouse
Mapt,Epha3,L,Mouse
Metrnl,Epha3,L,Mouse
Ninj1,Epha3,L,Mouse
Pdzd11,Epha3,L,Mouse
Sdcbp,Epha3,L,Mouse
Tmem25,Epha3,L,Mouse
Tub,Epha3,L,Mouse
Tulp1,Epha3,L,Mouse
Tulp3,Epha3,L,Mouse
Vasn,Epha3,L,Mouse
Vstm2a,Epha3,L,Mouse
Angptl6,Bmpr1a,L,Mouse
C1ql1,Bmpr1a,L,Mouse
C1ql2,Bmpr1a,L,Mouse
C1ql4,Bmpr1a,L,Mouse
C1qtnf12,Bmpr1a,L,Mouse
C1qtnf4,Bmpr1a,L,Mouse
C1qtnf6,Bmpr1a,L,Mouse
Gm1673,Bmpr1a,L,Mouse
1600012H06Rik,Bmpr1a,L,Mouse
Cbln1,Bmpr1a,L,Mouse
Cbln2,Bmpr1a,L,Mouse
Cbln3,Bmpr1a,L,Mouse
Cbln4,Bmpr1a,L,Mouse
Ccdc3,Bmpr1a,L,Mouse
Dand5,Bmpr1a,L,Mouse
Deaf1,Bmpr1a,L,Mouse
Emc10,Bmpr1a,L,Mouse
Enho,Bmpr1a,L,Mouse
Erfe,Bmpr1a,L,Mouse
Fndc5,Bmpr1a,L,Mouse
Hdgf,Bmpr1a,L,Mouse
Il17d,Bmpr1a,L,Mouse
Lad1,Bmpr1a,L,Mouse
Mapt,Bmpr1a,L,Mouse
Metrn,Bmpr1a,L,Mouse
Metrnl,Bmpr1a,L,Mouse
Nxph4,Bmpr1a,L,Mouse
Pdzd11,Bmpr1a,L,Mouse
Plac9,Bmpr1a,L,Mouse
Sdcbp,Bmpr1a,L,Mouse
Svbp,Bmpr1a,L,Mouse
Tub,Bmpr1a,L,Mouse
Tulp1,Bmpr1a,L,Mouse
Tulp2,Bmpr1a,L,Mouse
Tulp3,Bmpr1a,L,Mouse
Zbed3,Bmpr1a,L,Mouse
Angptl6,Epha5,L,Mouse
C1ql1,Epha5,L,Mouse
C1ql2,Epha5,L,Mouse
C1ql3,Epha5,L,Mouse
C1ql4,Epha5,L,Mouse
C1qtnf12,Epha5,L,Mouse
C1qtnf4,Epha5,L,Mouse
C1qtnf6,Epha5,L,Mouse
Gm1673,Epha5,L,Mouse
1600012H06Rik,Epha5,L,Mouse
Cbln1,Epha5,L,Mouse
Cbln2,Epha5,L,Mouse
Cbln3,Epha5,L,Mouse
Cbln4,Epha5,L,Mouse
Ccdc3,Epha5,L,Mouse
Deaf1,Epha5,L,Mouse
Emc10,Epha5,L,Mouse
Erfe,Epha5,L,Mouse
Fndc5,Epha5,L,Mouse
Hdgf,Epha5,L,Mouse
Iglon5,Epha5,L,Mouse
Islr,Epha5,L,Mouse
Lad1,Epha5,L,Mouse
Mapt,Epha5,L,Mouse
Metrnl,Epha5,L,Mouse
Ninj1,Epha5,L,Mouse
Nxph4,Epha5,L,Mouse
Pdzd11,Epha5,L,Mouse
Plac9,Epha5,L,Mouse
Sdcbp,Epha5,L,Mouse
Svbp,Epha5,L,Mouse
Tmem25,Epha5,L,Mouse
Tub,Epha5,L,Mouse
Tulp1,Epha5,L,Mouse
Tulp3,Epha5,L,Mouse
Vstm2a,Epha5,L,Mouse
Zbed3,Epha5,L,Mouse
Angptl6,Acvr2b,L,Mouse
C1ql1,Acvr2b,L,Mouse
C1ql2,Acvr2b,L,Mouse
C1ql4,Acvr2b,L,Mouse
C1qtnf12,Acvr2b,L,Mouse
C1qtnf4,Acvr2b,L,Mouse
C1qtnf6,Acvr2b,L,Mouse
Gm1673,Acvr2b,L,Mouse
1600012H06Rik,Acvr2b,L,Mouse
Cbln1,Acvr2b,L,Mouse
Cbln2,Acvr2b,L,Mouse
Cbln3,Acvr2b,L,Mouse
Cbln4,Acvr2b,L,Mouse
Ccdc3,Acvr2b,L,Mouse
Dand5,Acvr2b,L,Mouse
Deaf1,Acvr2b,L,Mouse
Emc10,Acvr2b,L,Mouse
Enho,Acvr2b,L,Mouse
Erfe,Acvr2b,L,Mouse
Fndc5,Acvr2b,L,Mouse
Hdgf,Acvr2b,L,Mouse
Il17d,Acvr2b,L,Mouse
Lad1,Acvr2b,L,Mouse
Mapt,Acvr2b,L,Mouse
Metrn,Acvr2b,L,Mouse
Metrnl,Acvr2b,L,Mouse
Nxph4,Acvr2b,L,Mouse
Pdzd11,Acvr2b,L,Mouse
Plac9,Acvr2b,L,Mouse
Sdcbp,Acvr2b,L,Mouse
Svbp,Acvr2b,L,Mouse
Tub,Acvr2b,L,Mouse
Tulp1,Acvr2b,L,Mouse
Tulp2,Acvr2b,L,Mouse
Tulp3,Acvr2b,L,Mouse
Vwc2,Acvr2b,L,Mouse
Zbed3,Acvr2b,L,Mouse
Gm525,Adrb2,L,Mouse
Csn1s1,Adrb2,L,Mouse
Csn2,Adrb2,L,Mouse
Defb48,Adrb2,L,Mouse
Hamp,Adrb2,L,Mouse
Krtdap,Adrb2,L,Mouse
Odam,Adrb2,L,Mouse
Gm525,Sstr3,L,Mouse
Clpsl2,Sstr3,L,Mouse
Csn1s1,Sstr3,L,Mouse
Csn2,Sstr3,L,Mouse
Cstl1,Sstr3,L,Mouse
Defb22,Sstr3,L,Mouse
Defb13,Sstr3,L,Mouse
Defb22,Sstr3,L,Mouse
Defb48,Sstr3,L,Mouse
Defb19,Sstr3,L,Mouse
Defb22,Sstr3,L,Mouse
Defb25,Sstr3,L,Mouse
Defb22,Sstr3,L,Mouse
Defb30,Sstr3,L,Mouse
Hamp,Sstr3,L,Mouse
Krtdap,Sstr3,L,Mouse
Leap2,Sstr3,L,Mouse
Odam,Sstr3,L,Mouse
Pate2,Sstr3,L,Mouse
Pate3,Sstr3,L,Mouse
Pate4,Sstr3,L,Mouse
Spink14,Sstr3,L,Mouse
Wfdc13,Sstr3,L,Mouse
Wfdc9,Sstr3,L,Mouse
Gm525,Sstr5,L,Mouse
Clpsl2,Sstr5,L,Mouse
Csn1s1,Sstr5,L,Mouse
Csn2,Sstr5,L,Mouse
Cstl1,Sstr5,L,Mouse
Defb22,Sstr5,L,Mouse
Defb13,Sstr5,L,Mouse
Defb22,Sstr5,L,Mouse
Defb48,Sstr5,L,Mouse
Defb19,Sstr5,L,Mouse
Defb22,Sstr5,L,Mouse
Defb25,Sstr5,L,Mouse
Defb22,Sstr5,L,Mouse
Defb30,Sstr5,L,Mouse
Hamp,Sstr5,L,Mouse
Krtdap,Sstr5,L,Mouse
Leap2,Sstr5,L,Mouse
Odam,Sstr5,L,Mouse
Pate2,Sstr5,L,Mouse
Pate3,Sstr5,L,Mouse
Pate4,Sstr5,L,Mouse
Spink14,Sstr5,L,Mouse
Wfdc13,Sstr5,L,Mouse
Wfdc9,Sstr5,L,Mouse
Gm525,Cd180,LR,Mouse
Gm94,Cd180,LR,Mouse
Csn1s1,Cd180,LR,Mouse
Csn2,Cd180,LR,Mouse
Defb19,Cd180,LR,Mouse
Krtdap,Cd180,LR,Mouse
Odam,Cd180,LR,Mouse
Pate2,Cd180,LR,Mouse
Scg2,Cd180,LR,Mouse
Spink8,Cd180,LR,Mouse
Wfdc9,Cd180,LR,Mouse
Ereg,Cd180,R,Mouse
Dcn,Cd180,R,Mouse
Vim,Cd180,R,Mouse
Rbp3,Cd180,R,Mouse
Areg,Cd180,R,Mouse
Lum,Cd180,R,Mouse
Mfap2,Cd180,R,Mouse
Efemp1,Cd180,R,Mouse
Rspo1,Cd180,R,Mouse
Rgmb,Cd180,R,Mouse
Dlk2,Cd180,R,Mouse
Rspo3,Cd180,R,Mouse
Penk,Cd180,R,Mouse
Pdyn,Cd180,R,Mouse
Pmch,Cd180,R,Mouse
Chad,Cd180,R,Mouse
Arpc5,Cd180,R,Mouse
Cubn,Cd180,R,Mouse
F8,Cd180,R,Mouse
F13a1,Cd180,R,Mouse
F9,Cd180,R,Mouse
F10,Cd180,R,Mouse
F12,Cd180,R,Mouse
Plat,Cd180,R,Mouse
Spink1,Cd180,R,Mouse
Avp,Cd180,R,Mouse
Cga,Cd180,R,Mouse
Tshb,Cd180,R,Mouse
Tg,Cd180,R,Mouse
Apoa1,Cd180,R,Mouse
Apoa2,Cd180,R,Mouse
Apoc1,Cd180,R,Mouse
Apoc2,Cd180,R,Mouse
Apoc3,Cd180,R,Mouse
C1qb,Cd180,R,Mouse
Alb,Cd180,R,Mouse
Gc,Cd180,R,Mouse
Trf,Cd180,R,Mouse
Ltf,Cd180,R,Mouse
Hpx,Cd180,R,Mouse
C4bp,Cd180,R,Mouse
S100a8,Cd180,R,Mouse
Serpine1,Cd180,R,Mouse
Apoa4,Cd180,R,Mouse
Serpine2,Cd180,R,Mouse
Lgals1,Cd180,R,Mouse
Spp1,Cd180,R,Mouse
Scgb1a1,Cd180,R,Mouse
Col6a3,Cd180,R,Mouse
Pthlh,Cd180,R,Mouse
Il7,Cd180,R,Mouse
Edn3,Cd180,R,Mouse
Nid1,Cd180,R,Mouse
Timp2,Cd180,R,Mouse
Il1rn,Cd180,R,Mouse
Tcn2,Cd180,R,Mouse
Edn2,Cd180,R,Mouse
Bgn,Cd180,R,Mouse
Ibsp,Cd180,R,Mouse
Fbln1,Cd180,R,Mouse
Cd40lg,Cd180,R,Mouse
Hspa4,Cd180,R,Mouse
Lep,Cd180,R,Mouse
Mmp13,Cd180,R,Mouse
Gpc3,Cd180,R,Mouse
Apoc4,Cd180,R,Mouse
Lcn2,Cd180,R,Mouse
Defb14,Cd180,R,Mouse
Defb14,Cd180,R,Mouse
Fbln2,Cd180,R,Mouse
Lgals3bp,Cd180,R,Mouse
Fgl1,Cd180,R,Mouse
Dmp1,Cd180,R,Mouse
Itgb3bp,Cd180,R,Mouse
Mfap5,Cd180,R,Mouse
Adam15,Cd180,R,Mouse
Igfl3,Cd180,R,Mouse
Igfl3,Cd180,R,Mouse
Npnt,Cd180,R,Mouse
Sftpa1,Cd180,R,Mouse
Pcsk9,Cd180,R,Mouse
Il1f10,Cd180,R,Mouse
Has2,Cd180,R,Mouse
Cxcl16,Cd180,R,Mouse
Hebp1,Cd180,R,Mouse
Podxl2,Cd180,R,Mouse
Il36b,Cd180,R,Mouse
Il36g,Cd180,R,Mouse
Il36a,Cd180,R,Mouse
Angptl3,Cd180,R,Mouse
Gm525,Ffar4,LR,Mouse
Csn1s1,Ffar4,LR,Mouse
Defb48,Ffar4,LR,Mouse
Hamp,Ffar4,LR,Mouse
Odam,Ffar4,LR,Mouse
Cort,Ffar4,R,Mouse
Nppa,Ffar4,R,Mouse
Penk,Ffar4,R,Mouse
Pdyn,Ffar4,R,Mouse
Calca,Ffar4,R,Mouse
Pth,Ffar4,R,Mouse
Gcg,Ffar4,R,Mouse
Vip,Ffar4,R,Mouse
Crh,Ffar4,R,Mouse
Gip,Ffar4,R,Mouse
Sct,Ffar4,R,Mouse
Nps,Ffar4,R,Mouse
Calcb,Ffar4,R,Mouse
Iapp,Ffar4,R,Mouse
Nppb,Ffar4,R,Mouse
Adcyap1,Ffar4,R,Mouse
Tac1,Ffar4,R,Mouse
Pmch,Ffar4,R,Mouse
Gal,Ffar4,R,Mouse
Nppc,Ffar4,R,Mouse
Nmu,Ffar4,R,Mouse
Sst,Ffar4,R,Mouse
Cxcl9,Ffar4,R,Mouse
Pnoc,Ffar4,R,Mouse
Nms,Ffar4,R,Mouse
Tac4,Ffar4,R,Mouse
Npw,Ffar4,R,Mouse
Rln3,Ffar4,R,Mouse
Pth2,Ffar4,R,Mouse
Tac2,Ffar4,R,Mouse
Ppy,Ffar4,R,Mouse
Npy,Ffar4,R,Mouse
Npb,Ffar4,R,Mouse
Ccl28,Ffar4,R,Mouse
Ghrh,Ffar4,R,Mouse
Rln1,Ffar4,R,Mouse
Insl5,Ffar4,R,Mouse
Gm525,Gpr83,LR,Mouse
Csn1s1,Gpr83,LR,Mouse
Csn2,Gpr83,LR,Mouse
Defb48,Gpr83,LR,Mouse
Hamp,Gpr83,LR,Mouse
Krtdap,Gpr83,LR,Mouse
Odam,Gpr83,LR,Mouse
Cort,Gpr83,R,Mouse
Nppa,Gpr83,R,Mouse
Pomc,Gpr83,R,Mouse
Penk,Gpr83,R,Mouse
Pdyn,Gpr83,R,Mouse
Calca,Gpr83,R,Mouse
Pth,Gpr83,R,Mouse
Gcg,Gpr83,R,Mouse
Vip,Gpr83,R,Mouse
Crh,Gpr83,R,Mouse
Gip,Gpr83,R,Mouse
Sct,Gpr83,R,Mouse
Nps,Gpr83,R,Mouse
Calcb,Gpr83,R,Mouse
Iapp,Gpr83,R,Mouse
Nppb,Gpr83,R,Mouse
Adcyap1,Gpr83,R,Mouse
Tac1,Gpr83,R,Mouse
Pmch,Gpr83,R,Mouse
Gal,Gpr83,R,Mouse
Nppc,Gpr83,R,Mouse
Nmu,Gpr83,R,Mouse
Sst,Gpr83,R,Mouse
Cxcl9,Gpr83,R,Mouse
Pnoc,Gpr83,R,Mouse
Nms,Gpr83,R,Mouse
Tac4,Gpr83,R,Mouse
Npw,Gpr83,R,Mouse
Rln3,Gpr83,R,Mouse
Pth2,Gpr83,R,Mouse
Tac2,Gpr83,R,Mouse
Ppy,Gpr83,R,Mouse
Npy,Gpr83,R,Mouse
Npb,Gpr83,R,Mouse
Ccl28,Gpr83,R,Mouse
Ghrh,Gpr83,R,Mouse
Rln1,Gpr83,R,Mouse
Insl5,Gpr83,R,Mouse
C1ql2,Epha8,L,Mouse
1600012H06Rik,Epha8,L,Mouse
Cbln1,Epha8,L,Mouse
Cbln2,Epha8,L,Mouse
Cbln3,Epha8,L,Mouse
Cbln4,Epha8,L,Mouse
Fndc5,Epha8,L,Mouse
Hdgf,Epha8,L,Mouse
Iglon5,Epha8,L,Mouse
Tulp1,Epha8,L,Mouse
C1ql2,Epha6,L,Mouse
C1qtnf4,Epha6,L,Mouse
C1qtnf6,Epha6,L,Mouse
Gm1673,Epha6,L,Mouse
1600012H06Rik,Epha6,L,Mouse
Cbln1,Epha6,L,Mouse
Cbln2,Epha6,L,Mouse
Cbln3,Epha6,L,Mouse
Cbln4,Epha6,L,Mouse
Deaf1,Epha6,L,Mouse
Erfe,Epha6,L,Mouse
Fndc5,Epha6,L,Mouse
Hdgf,Epha6,L,Mouse
Iglon5,Epha6,L,Mouse
Lad1,Epha6,L,Mouse
Mapt,Epha6,L,Mouse
Pdzd11,Epha6,L,Mouse
